Tweets	partition	Topics
going throw toilet paper people	train	2
current storm system stretch minneapolis richmond potomac going flood	train	1
wild noaa image show smoke drifting alberta florida	train	2
heavy rain flash flood hit pittsburgh leaving resident alert full coverage	dev	1
earthquake class everyone feel prof	train	0
storm headed today expected flash flood beaver ev	train	1
flood come drown u nothing	train	1
day torrential rain lead texas worst flooding since hurricane harvey shared google feed	dev	1
huge sadness loss newly born wildlife wood fragile run fly away	train	2
lot area lake river stream quite high monitor localized flash flooding slow moving	train	1
literally caught worst flash flood thunderstorm ever experienced right firework	train	1
atheisttatted hate tell egypt exist till flood hebrew word egypt mizraim whic	train	1
earthquake pretty strong bay	train	0
earthquake kind big come dub shakin amp quakin	train	0
hmsaifuddin waaz brother force away stink sweat maximum matam flood sweat night	train	1
holy crap never seen breathed thick smoke wildfire hundred mile away actually hard breathe	test	2
wildfire victim mean victim wildfire canda losing home monstrous blaze	train	2
coast resident lose power ex cyclone debbie approach via aunewstoday	train	3
town first lady visited today mcallen texas among many texas gulf coast town flooded heavy	dev	1
cbchealth disaster bring fear stress also caring connection psychologist	dev	2
raging floodwaters tropical cyclone debbie flow completely submerged car queensland australia	train	3
ghostgirlgrtngs construction fix flood damage place	train	1
cyclone debbie caused lecture cancelled lol	train	3
obligatory earthquake tweet felt weak	train	0
major bank offer assistance package cyclone debbie customer	train	3
bowen basin coal mine hopeful reopening soon rain eas	test	3
yo another earthquake	train	0
biggest feeling gunna earthquake	train	0
magnitude earthquake km wsw cantua creek ca	test	0
experienced first earthquake	train	0
anyone feel earthquake scared tf	train	0
earthquake holy moly	train	0
omfgggg guy feel earthquake	train	0
cyclone debbie got school cancelled queensland two day let holiday begin	train	3
else felt earthquake	train	0
rt miguelmarquez wine country land milk honey ca fire interest long way sonoma co	train	2
heavy rain forecast thursday night could flash flooding north west baltimore	dev	1
felt earthquake first time sf real sf resident	train	0
vote yes raise significant amount let brother egg blasting mic drop	train	2
chrisrdem omg sure earthquake opened door forcefully glad confirmed	train	0
even live flood zone home may susceptible flooding heavy rain read	train	1
avetta family thinking neighbor north affected canadian wildfire	train	2
flash flood watch effect hardy shenandoah page rappahannock southern fauquier county	train	1
nsw flood debbie remnant lash state	train	3
holyy shitttttt wonder wind fucking crazy	train	3
flood relief centre set srinagar greater kashmir	dev	1
real life wtf	train	3
earthquake bitch ktvu	train	0
foxnews canada evacuating people air massive wildfire continues grow video wildfire f	train	2
lmao thanks yesterday th july flood discovered snapchat area moving flood fuckin houston	train	1
california wildfire gave disneyland apocalyptic glow	train	2
latest natural flood management daily	train	1
another damn earthquake leaving cali	train	0
light earthquake mag occurred near mazamari peru	test	0
great place stay pacific pine looking little wet though	train	3
maybe call south african firefighter helped last time wildfire canada	train	2
recent reportage cyclone debbie make sound like scorned lover naturally occurring wea	train	3
natural disaster zone declared new south wale wake cyclone debbie	train	3
still wrapping head around insane heartbreaking scale brutal fallout come	train	2
think earthquake happened ready move back balad	train	0
sydney weather wet wild condition ahead ex cyclone debbie drift south sydney morning herald	dev	3
aussie warn stay flood water best ignore	train	3
family friend brisbane keep safe cyclone debbie	train	3
wildfire burn control across northern california dead new york time	train	2
aftermath still felt across please stay safe	train	3
got sprayed skunk laying flood pipe happy friday guy	train	1
magnitude earthquake km nnw talkeetna alaska	test	0
probably thought sharknado stupid unrealistic movie srsly though starting see people thi	train	3
cyclone debbie design city withstand natural disaster	test	3
keeping aussi peep prayer woth storm still blasting	train	3
flood despair mumbai flooding woe hindu	train	1
pm trudeau gut show today show support scared smoke fire	train	2
apparently earthquake super small one back drinking sake	train	0
school se qld closed	train	3
sending love queensland youtubers viewer family amp friend affected cyclone debbie amp aftermath	train	3
read dead missing deadly california wildfire rage trump declares major disaster cont	train	2
national weather service issued flash flood warning area pm today attempt dr	test	1
school holiday start two day early cyclone debbie aftermath	dev	3
redfieldliker first played game always replayed mission try save flood	train	1
building hold major earthquake via curbedla	dev	0
chief brassard talk wildfire risk muskoka	train	2
going stop otherwise house flood much cry	train	1
pic taken right street daughter car bought lt sigh gt putting claim	train	3
may sunny outside working hard protect uk winter learn	train	1
meet cyclone debbie baby born emergency light via skinnergj	train	3
california wild fire update fire still burning	train	2
seriously think ghost shaking bed whenever earthquake	train	0
feel earthquake san francisco	train	0
friend family impacted severe cyclone debbie please use link either send	train	3
seen time cuhlmann espouse expertise baseload inertia amp evil	train	3
hafizeverdeen think went caving pastu ada flood air naik trapped something like	train	1
little east bay	train	0
affected tropical cyclone debbie find support amp assistance available	train	3
classless trump insult california sending warm respect wildfire	dev	2
no vamos la verga uncle earthquake	train	0
syrian fled war flee canada wildfire	train	2
towel flood still drying apartment smell like butt	train	1
mmda good po flood situation oxford cor columbia sts mtap building area thanks	train	1
anybody else feel earthquake	train	0
ottawa match red cross donation fort mcmurray wildfire trudeau say	train	2
shark sandbag surfing cyclone debbie brings flood queensland cnn	train	3
small frown rey suck breath shared thought flood bond everything hope	train	1
close eye sweetie jim hurt jacqui episode wildfire	train	2
imagine tragedy awaits hidden water someone decided drive	train	3
felt reminded u remind check latest podcast sjearthquakes	train	0
running rain wind pick debre feeling like	train	3
crazy ex rant crazy weather thanks ex tropical cyclone debbie	train	3
raging floodwaters tropical cyclone debbie flow completely submerged car queensland australia	dev	3
rt bbcnewsaus school south east queensland closed amid fear flash flooding caused ex cyclone debbie	train	3
know trippin n felt earthquake	train	0
cyclone debbie continues chaos australia business standard via	train	3
could earthquake terrorist attack wildfire minute school still continue pile u work test	dev	0
gowordsmith brucerossbrc turnbullmalcolm cyclone debbie emphasis need quality productivity enhancing infrastructure v tax cut	train	3
pakistan flood toll revised	train	1
labatt brewing water help affected fort mcmurray wildfire labatt sending least can	train	2
atleast dead missing wildfire wine country northern california	train	2
flood alert issued cross danger mark train cancelled diverted due closure old yamuna bridge	dev	1
