Tweets	partition	Topics
hurricane odile caused heavy damage strongest storm hit area year	train	3
may lord bless everybdy nepal go rough period hope every nation come wit aid god bless every	train	10
rest easy oenophile napa valley quake spike price california wine	test	1
california earthquake ruin san francisco spring young englishman arrives san francisco	train	1
sending love amp prayer people holy spirit need help release peace amp grace city jesus name	train	10
deadly cyclone devastated vanuatu	train	9
registered park run bradford run september	train	4
ebola outbreak overview	train	8
deadly monsoon hit india nepal whizzy walexzy	train	4
forbes china rich lister winery napa valley avoids earthquake damage	dev	1
everywhere people trying dry thing drinking water scarce even hospital running short	train	9
shipping container port vila people talking	train	9
mistranslation disease fact discovered france billy ocean subsequently named	train	5
kashmir flood malayalis safe say cm	train	6
latest news score killed flooding nepal india home damaged roughl	train	4
strongest storm sth pacific year left trail destruction photo	train	9
good morning god bless phlippines	train	7
going comment seems matter say someone crap say ill pray n donate affected though	train	2
speak many question cdc leave duncan incompetent hospital	train	8
monsoon flood hit north india dead thousand displaced voice america voice ame	train	4
disaster research unit follow close development emergency	train	2
hero kashmir flood	train	6
flood bind people across religious line jammu kashmir temporary shelter set gurudw	train	6
philippine typhoon strike nation activist discus climate action peru japan time	dev	7
usgs earthquake alert km n hatillo puerto rico	dev	0
latest chloe morrison speaking	train	9
napa earthquake could cost insurer b cat bond likely safe	test	1
japan pledged donate nepal reconstruction relief	train	10
important question answered	train	5
death toll rise make heart sink emergency declared nepal pls contribute pm relief fund	train	10
score killed flooding nepal india home damaged rough	train	4
frieden patient traveled usa may experienced symptom hospitalized may confirmed may	dev	5
sending medical team set mobile clinic outpatient care victim	test	9
blanket soap clothing amp arrive today need help	train	10
chile emergency office navy issue tsunami alert order evacuation low lying area northern coast	train	2
one iaf c j ndrf personnel take kathmandu hindon airbase photo lockheed martin h	train	10
honour killing girl shot dead father	train	4
havoc death amp destruction due bihar amp assam unacceptable yr need	train	4
cc gt cc tweep think symptom ebola	train	8
news tourist said riu santa fe staff abandoned get st floor flooded	dev	3
feel like nepal part nation beautiful nation beautiful people	train	10
question raised secrecy surrounding u ebola testing weighs	train	8
thought contributing help victim please share right way connect n donate	train	6
new tsa cdc post sign major airport alerting traveler mers virus	train	5
usa news hot news earthquake northern california rocked magnitude earthquake usa janinebu	train	1
mers patient symptom released indiana hospital chicago sun time abc news mers patient	train	5
florida show symptom deadly middle eastern virus two healthcare wor	train	5
nine year old boy open rescue shelter help stray dog cat philippine	train	7
relatively untold story along army volunteer big part rescue relief effort	dev	6
wonderful flood every govt	train	6
way home take swarm cyclone locust home	train	9
deadly monsoon hit india nepal dozen people killed flooding northern teamfollowback	train	4
story magnitude quake rattle california wine country	train	1
indian army twitter india google others helping victim via	train	6
sad day nepal let u sympathy family lost love one pray f	test	10
boy hurt california quake dead boy badly hurt brick california quake say lucky b	test	1
major earthquake hit chile killing several people triggering tsunami watch detail sk time gx news	train	2
typhoon flight bulletin pm december detail	test	7
rep strong wind rain battering naga scary hope get worse via	train	7
killed rescue team still reach several remote area	dev	0
kashmir flood say muslim behavior indian army	train	6
strong region km nw american canyon	dev	1
nepal asked india open three dam relieve flooding india action lead several flooding death uttar pradesh	train	4
checkout destruction cabo san lucas photocredit	train	3
current satellite pic monsoon withdrew india virtually cloudless dam causing flooding	dev	4
according pagasa weather specialist chris perez may exit somewhere batangas area	train	7
dozen killed monsoon flood ravage india nepal people killed flooding n	train	4
usa today give low thought go affected read	train	1
typhoon hagupit half million philippine resident flee storm surge	train	7
many californian cost earthquake insurance outweighs risk napa calif reuters du	train	1
photo airport los cabos mexico appears severely damaged hurricane odile	train	3
life slowly returning normal quake hit	train	2
mblaq make comeback man show music core	train	2
ispr employed cretin zaid hamid warns e army deal like deal kharijis e	train	0
wonder getting even half medium coverage earthquake got	train	0
path hurricane odile destruction seen instagram hurricane odile came asho	train	3
latest storm signal	dev	7
nepal earthquake super jet globemaster super hercules prove worth gold india inducted expe	train	10
watch cyclone full movie hd	train	9
earthquake struck chile april spaceweather effect	test	2
describe ex disease ebola	train	8
health ministry ebola prevention plan light announcement x helpline open saturday pa	dev	8
link helpin victim	train	0
worried loved one nepal app could help wake devastating earthquake nepal	train	10
nepal india begin relief effort monsoon flood claim least life	train	4
flash flood hit village leaf dead indian express	train	4
scientist question saudi openness deadly mers virus outbreak london june reuters dram	train	5
western killing u muslim time islamic state	train	3
caused megaquake amp mika mckinnon	train	2
call volunteer repacking good dswd nroc pasay city	train	7
